date,open,high,low,adjClose,value,volume,count,close,jdate
2020-03-03,10000.0,10000.0,10000.0,10000.0,222233560000,22223356,591,10000.0,1398-12-13
2020-03-04,10000.0,10000.0,10000.0,10000.0,78939230000,7893923,907,10000.0,1398-12-14
2020-03-07,10000.0,10000.0,10000.0,10000.0,118910530000,11891053,1457,10000.0,1398-12-17
2020-04-07,10166.0,10200.0,10163.0,10167.0,2658986784,261522,61,10166.0,1399-01-19
2020-04-08,10171.0,10171.0,10071.0,10165.0,6627694516,652000,243,10165.0,1399-01-20
2020-04-11,10137.0,10170.0,10137.0,10156.0,3223144655,317376,137,10161.0,1399-01-23
2020-04-12,10159.0,10196.0,10159.0,10171.0,2485038466,244316,92,10185.0,1399-01-24
2020-04-13,10188.0,10212.0,10188.0,10192.0,1330248254,130516,52,10190.0,1399-01-25
2020-04-14,10192.0,10195.0,10192.0,10192.0,1101329427,108058,91,10192.0,1399-01-26
2020-04-15,10203.0,10230.0,10203.0,10207.0,796440848,78031,57,10215.0,1399-01-27
2020-04-18,10228.0,10258.0,10228.0,10243.0,960055686,93726,44,10247.0,1399-01-30
2020-04-19,10287.0,10298.0,10258.0,10277.0,448992114,43690,34,10271.0,1399-01-31
2020-04-20,10259.0,10300.0,10259.0,10271.0,560405046,54563,37,10290.0,1399-02-01
2020-04-21,10295.0,10320.0,10295.0,10304.0,982299030,95328,30,10320.0,1399-02-02
2020-04-22,10318.0,10349.0,10315.0,10337.0,4311681861,417123,36,10338.0,1399-02-03
2020-04-25,10370.0,10370.0,10340.0,10357.0,1504349363,145245,46,10353.0,1399-02-06
2020-04-26,10366.0,10366.0,10336.0,10353.0,801410910,77411,39,10356.0,1399-02-07
2020-04-27,10397.0,10397.0,10390.0,10395.0,1610358601,154912,62,10390.0,1399-02-08
2020-04-28,10416.0,10431.0,10300.0,10402.0,129323844320,12432548,318,10400.0,1399-02-09
2020-04-29,10449.0,10476.0,10430.0,10456.0,17674916581,1690412,119,10470.0,1399-02-10
2020-05-02,10470.0,10599.0,10450.0,10501.0,8464817339,806089,150,10521.0,1399-02-13
