,date,open,high,low,adjClose,value,volume,count,yesterday,close,jdate
198,2020-07-11,10000.0,10000.0,10000.0,10000.0,67849760000,6784976,986,10000.0,10000.0,1399-04-21
197,2020-07-12,10000.0,10000.0,10000.0,10000.0,141997660000,14199766,3289,10000.0,10000.0,1399-04-22
196,2020-07-13,10000.0,10000.0,10000.0,10000.0,80253670000,8025367,2049,10000.0,10000.0,1399-04-23
195,2020-07-14,10000.0,10000.0,10000.0,10000.0,155631770000,15563177,2777,10000.0,10000.0,1399-04-24
194,2020-07-15,10000.0,10000.0,10000.0,10000.0,201765650000,20176565,3526,10000.0,10000.0,1399-04-25
193,2020-08-16,10001.0,10010.0,9555.0,9768.0,17534018271,1795092,475,10000.0,9555.0,1399-05-26
192,2020-08-17,9310.0,9440.0,8778.0,9060.0,35136996973,3878293,1314,9768.0,9440.0,1399-05-27
191,2020-08-18,10000.0,10005.0,9500.0,9778.0,29080050233,2973920,1249,9060.0,9859.0,1399-05-28
190,2020-08-19,9800.0,9800.0,9030.0,9232.0,15288123852,1656058,564,9778.0,9300.0,1399-05-29
189,2020-08-22,9233.0,9800.0,9201.0,9496.0,15129549912,1593310,521,9232.0,9430.0,1399-06-01
188,2020-08-23,9510.0,9590.0,8850.0,9083.0,13657534181,1503603,418,9496.0,8881.0,1399-06-02
187,2020-08-24,8880.0,9170.0,8412.0,8674.0,20389589057,2350647,469,9083.0,8600.0,1399-06-03
186,2020-08-25,9100.0,9570.0,9030.0,9422.0,86364195424,9165801,703,8674.0,9570.0,1399-06-04
185,2020-08-26,10100.0,10599.0,10100.0,10315.0,277581153780,26909289,3208,9422.0,10349.0,1399-06-05
184,2020-08-31,11099.0,11100.0,9720.0,10363.0,88353207099,8525519,1808,10315.0,10010.0,1399-06-10
183,2020-09-01,10000.0,10000.0,9250.0,9555.0,38771970309,4057970,845,10363.0,9340.0,1399-06-11
182,2020-09-02,9100.0,9111.0,8920.0,9013.0,26842163924,2978303,598,9555.0,9000.0,1399-06-12
181,2020-09-05,9370.0,9940.0,9200.0,9553.0,42363616477,4434645,958,9013.0,9940.0,1399-06-15
180,2020-09-06,10100.0,10264.0,9340.0,9854.0,45400711598,4607164,1601,9553.0,9577.0,1399-06-16
179,2020-09-07,9470.0,9470.0,8872.0,9092.0,19475291960,2141932,691,9854.0,8920.0,1399-06-17
178,2020-09-08,8400.0,8690.0,8110.0,8271.0,28247909605,3415479,791,9092.0,8148.0,1399-06-18
177,2020-09-09,8030.0,9290.0,8022.0,8790.0,145042688315,16500045,1940,8271.0,9290.0,1399-06-19
