date,open,high,low,adjClose,value,volume,count,close,jdate
2014-09-07,3000.0,3000.0,3000.0,3000.0,1998000,666,1,3000.0,1393-06-16
2015-12-23,577.0,577.0,577.0,577.0,1537128,2664,1,577.0,1394-10-02
2017-05-15,194.0,194.0,194.0,194.0,516816,2664,1,194.0,1396-02-25
2018-10-03,75.0,75.0,75.0,69.0,75000,1000,1,75.0,1397-07-11
