,date,open,high,low,adjClose,value,volume,count,yesterday,close,jdate
129,2020-12-09,14484.0,14484.0,14484.0,14484.0,3620983502724,249998861,4662412,1000.0,14484.0,1399-09-19
128,2020-12-12,15208.0,15208.0,15208.0,14672.0,13599130472,894209,17310,14484.0,15208.0,1399-09-22
127,2020-12-13,15405.0,15405.0,15405.0,15405.0,53707083105,3486341,15065,14672.0,15405.0,1399-09-23
126,2020-12-15,16872.0,16872.0,16872.0,16341.0,19700894496,1167668,20210,16069.0,16872.0,1399-09-25
125,2020-12-16,17158.0,17158.0,17158.0,16564.0,16161926626,941947,17661,16341.0,17158.0,1399-09-26
124,2020-12-19,17392.0,17392.0,17392.0,16843.0,17665228320,1015710,19100,16564.0,17392.0,1399-09-29
123,2020-12-20,17685.0,17685.0,17685.0,17685.0,56998012230,3222958,22159,16843.0,17685.0,1399-09-30
122,2020-12-21,18569.0,18569.0,18569.0,18020.0,21272460710,1145590,21428,17685.0,18569.0,1399-10-01
121,2020-12-22,18921.0,18921.0,18921.0,18442.0,26735486526,1413006,26391,18020.0,18921.0,1399-10-02
120,2020-12-23,19364.0,19364.0,19364.0,19209.0,48637333360,2511740,28095,18442.0,19364.0,1399-10-03
119,2020-12-26,20169.0,20169.0,20169.0,20169.0,90049018356,4464724,51583,19209.0,20169.0,1399-10-06
118,2020-12-27,21177.0,21177.0,21177.0,21177.0,74892100491,3536483,65344,20169.0,21177.0,1399-10-07
117,2020-12-28,22235.0,22235.0,22000.0,21787.0,33386906620,1501548,19038,21177.0,22235.0,1399-10-08
116,2020-12-30,22500.0,22876.0,20698.0,21611.0,1359180251706,62891628,400470,21787.0,20698.0,1399-10-10
115,2021-01-02,21030.0,22449.0,20531.0,21465.0,2053512763592,95669247,484686,21611.0,22405.0,1399-10-13
114,2021-01-03,22500.0,22538.0,22130.0,22517.0,461712003356,20505208,128837,21465.0,22538.0,1399-10-14
113,2021-01-04,23300.0,23642.0,23000.0,23585.0,1393584740035,59088489,133755,22517.0,23642.0,1399-10-15
112,2021-01-05,23610.0,23610.0,22406.0,22834.0,96074930694,4207544,4768,23585.0,22406.0,1399-10-16
111,2021-01-06,21693.0,21693.0,21693.0,22522.0,13744706493,633601,680,22834.0,21693.0,1399-10-17
110,2021-01-09,21396.0,21396.0,21396.0,22278.0,10297638048,481288,483,22522.0,21396.0,1399-10-20
109,2021-01-10,21165.0,21165.0,21165.0,21726.0,23313564975,1101515,989,22278.0,21165.0,1399-10-21
108,2021-01-11,20640.0,20640.0,20640.0,21209.0,21798936000,1056150,844,21726.0,20640.0,1399-10-22
107,2021-01-12,20149.0,20990.0,20149.0,20306.0,860619605711,42383214,37798,21209.0,20149.0,1399-10-23
106,2021-01-13,19291.0,19291.0,19291.0,19476.0,35009904821,1814831,518,20306.0,19291.0,1399-10-24
105,2021-01-16,18503.0,18503.0,18503.0,19372.0,5063549483,273661,163,19476.0,18503.0,1399-10-27
104,2021-01-18,18404.0,18404.0,18404.0,18847.0,25617024508,1391927,206,19372.0,18404.0,1399-10-29
103,2021-01-19,17905.0,17905.0,17905.0,17905.0,57263950050,3198210,700,18847.0,17905.0,1399-10-30
102,2021-01-20,17010.0,18400.0,17010.0,17518.0,1681595741898,95993891,151766,17905.0,17385.0,1399-11-01
101,2021-01-23,17500.0,18150.0,16810.0,17460.0,687949546758,39402132,82282,17518.0,17090.0,1399-11-04
100,2021-01-24,17450.0,17830.0,16587.0,16988.0,355576173905,20930905,29216,17460.0,16587.0,1399-11-05
99,2021-01-25,16139.0,16400.0,16139.0,16165.0,294614189499,18225520,25117,16988.0,16139.0,1399-11-06
98,2021-01-26,15900.0,15990.0,15357.0,15484.0,91099561874,5883543,7837,16165.0,15357.0,1399-11-07
97,2021-01-27,14900.0,16000.0,14710.0,15256.0,533824721920,34990512,54655,15484.0,15729.0,1399-11-08
96,2021-01-30,15890.0,16018.0,15750.0,16001.0,221843009056,13864234,38070,15256.0,16018.0,1399-11-11
95,2021-01-31,16350.0,16600.0,15201.0,15513.0,319565141456,20599990,37341,16001.0,15201.0,1399-11-12
94,2021-02-01,14900.0,15400.0,14738.0,14844.0,279006615797,18796144,41883,15513.0,14740.0,1399-11-13
93,2021-02-02,14710.0,15280.0,14102.0,14654.0,274234790769,18714121,41551,14844.0,14550.0,1399-11-14
92,2021-02-03,14760.0,15000.0,13922.0,14116.0,198661462219,14073241,38842,14654.0,13922.0,1399-11-15
91,2021-02-06,13520.0,13550.0,13411.0,13426.0,52325413193,3897254,4874,14116.0,13411.0,1399-11-18
90,2021-02-07,13500.0,14097.0,13500.0,14027.0,180144788692,12842341,20382,13426.0,14097.0,1399-11-19
89,2021-02-08,14270.0,14270.0,13326.0,13455.0,247011876592,18357892,22238,14027.0,13326.0,1399-11-20
88,2021-02-09,13400.0,13800.0,12910.0,13422.0,183509545849,13672209,24530,13455.0,13499.0,1399-11-21
87,2021-02-13,13890.0,14227.0,13560.0,13998.0,179459022556,12820648,24861,13422.0,14227.0,1399-11-25
86,2021-02-14,14327.0,14327.0,13719.0,13838.0,117177754788,8467529,13854,13998.0,13719.0,1399-11-26
85,2021-02-15,13562.0,13787.0,13562.0,13585.0,72512868340,5337791,7873,13838.0,13562.0,1399-11-27
84,2021-02-16,13320.0,13700.0,13314.0,13336.0,52889751916,3965973,7093,13585.0,13314.0,1399-11-28
83,2021-02-17,13180.0,13314.0,13070.0,13088.0,118883573233,9083559,13772,13336.0,13070.0,1399-11-29
82,2021-02-20,12870.0,12883.0,12827.0,12865.0,43241786322,3369147,5874,13088.0,12827.0,1399-12-02
81,2021-02-21,12608.0,12668.0,12608.0,12673.0,36225949019,2872934,2779,12865.0,12608.0,1399-12-03
80,2021-02-22,12420.0,12420.0,12420.0,12556.0,21891690720,1762616,1424,12673.0,12420.0,1399-12-04
79,2021-02-23,12305.0,12556.0,12305.0,12326.0,58732553540,4765072,16093,12556.0,12453.0,1399-12-05
78,2021-02-24,12310.0,12439.0,12080.0,12121.0,70444481736,5811943,28123,12326.0,12080.0,1399-12-06
77,2021-02-27,11879.0,11900.0,11879.0,11985.0,27631386754,2325837,5449,12121.0,11879.0,1399-12-09
76,2021-02-28,11746.0,11746.0,11746.0,11893.0,18688931394,1591089,2325,11985.0,11746.0,1399-12-10
75,2021-03-01,11656.0,12220.0,11656.0,11812.0,132807833145,11243538,32029,11893.0,12100.0,1399-12-11
74,2021-03-02,12280.0,12520.0,11865.0,12260.0,102849390987,8389039,28390,11812.0,12500.0,1399-12-12
73,2021-03-03,12599.0,12790.0,12100.0,12363.0,119125647256,9635966,21389,12260.0,12260.0,1399-12-13
72,2021-03-06,12116.0,12606.0,12116.0,12199.0,119383739837,9786724,14845,12363.0,12116.0,1399-12-16
71,2021-03-07,12080.0,12379.0,11960.0,12077.0,59838321388,4954921,16581,12199.0,12074.0,1399-12-17
70,2021-03-08,12110.0,12450.0,11960.0,12116.0,77797271938,6420959,30214,12077.0,12200.0,1399-12-18
69,2021-03-09,12296.0,12296.0,11874.0,11978.0,113087134861,9441562,23159,12116.0,11874.0,1399-12-19
68,2021-03-10,11739.0,11800.0,11739.0,11739.0,56805131727,4838933,5704,11978.0,11739.0,1399-12-20
67,2021-03-13,11520.0,12090.0,11505.0,11756.0,89934170420,7650011,15778,11739.0,11820.0,1399-12-23
66,2021-03-14,12002.0,12080.0,11530.0,11814.0,53872765225,4560075,14434,11756.0,11750.0,1399-12-24
65,2021-03-15,11655.0,11973.0,11578.0,11717.0,69361168541,5919616,12733,11814.0,11578.0,1399-12-25
64,2021-03-16,11595.0,12416.0,11590.0,12086.0,87656973703,7252586,10640,11717.0,12240.0,1399-12-26
63,2021-03-17,12480.0,12480.0,11900.0,12186.0,56971646963,4675058,8769,12086.0,12240.0,1399-12-27
62,2021-03-27,12398.0,12430.0,12186.0,12276.0,41628278519,3385665,9253,12186.0,12292.0,1400-01-07
61,2021-03-28,12114.0,12399.0,12036.0,12173.0,32742247570,2701513,7139,12276.0,12060.0,1400-01-08
60,2021-03-30,12033.0,12200.0,11960.0,12112.0,21324184438,1772450,7184,12173.0,11997.0,1400-01-10
59,2021-03-31,11956.0,12180.0,11870.0,11982.0,32338421919,2714000,5946,12112.0,11870.0,1400-01-11
58,2021-04-03,11753.0,11980.0,11743.0,11914.0,14947861126,1271130,3001,11982.0,11743.0,1400-01-14
57,2021-04-04,11676.0,12047.0,11676.0,11794.0,42296277433,3592225,6427,11914.0,11676.0,1400-01-15
56,2021-04-05,11560.0,11651.0,11559.0,11625.0,38116932766,3291797,5827,11794.0,11568.0,1400-01-16
55,2021-04-06,11585.0,11800.0,11400.0,11523.0,30042790503,2620990,7435,11625.0,11417.0,1400-01-17
54,2021-04-07,11310.0,11350.0,11293.0,11397.0,26273306697,2325707,3232,11523.0,11293.0,1400-01-18
53,2021-04-10,11170.0,11295.0,11170.0,11325.0,16555946255,1480339,3036,11397.0,11170.0,1400-01-21
52,2021-04-11,11099.0,11099.0,11099.0,11295.0,6555113796,590604,139,11325.0,11099.0,1400-01-22
51,2021-04-12,11070.0,11070.0,11070.0,11265.0,6527979000,589700,169,11295.0,11070.0,1400-01-23
50,2021-04-13,11070.0,11400.0,11040.0,11164.0,60454127440,5415300,12314,11265.0,11040.0,1400-01-24
49,2021-04-14,11105.0,11110.0,10941.0,11012.0,36473836640,3326960,6499,11164.0,10941.0,1400-01-25
48,2021-04-17,10792.0,10815.0,10792.0,10828.0,39862979013,3693407,5117,11012.0,10792.0,1400-01-28
47,2021-04-18,10612.0,10700.0,10612.0,10697.0,28576882571,2692334,4283,10828.0,10613.0,1400-01-29
46,2021-04-19,10484.0,10960.0,10484.0,10744.0,41533226479,3863420,8177,10697.0,10852.0,1400-01-30
45,2021-04-20,10900.0,10948.0,10530.0,10702.0,30765412348,2880688,6168,10744.0,10580.0,1400-01-31
44,2021-04-21,10411.0,10530.0,10381.0,10409.0,42682706871,4108522,3749,10702.0,10401.0,1400-02-01
43,2021-04-24,10202.0,10388.0,10101.0,10337.0,15239571309,1497321,4687,10409.0,10200.0,1400-02-04
42,2021-04-25,10120.0,10338.0,10027.0,10233.0,19888890475,1972197,4206,10337.0,10110.0,1400-02-05
41,2021-04-26,9957.0,10638.0,9950.0,10243.0,35835050067,3497159,5101,10233.0,10441.0,1400-02-06
40,2021-04-27,10266.0,10730.0,10266.0,10414.0,25613266680,2420281,6429,10243.0,10600.0,1400-02-07
39,2021-04-28,10728.0,10985.0,10451.0,10598.0,29920681712,2788062,5898,10414.0,10900.0,1400-02-08
38,2021-05-01,10600.0,11020.0,10350.0,10607.0,22232857517,2093840,5142,10598.0,10390.0,1400-02-11
37,2021-05-02,10317.0,10380.0,10289.0,10471.0,21391555652,2077197,3316,10607.0,10289.0,1400-02-12
36,2021-05-03,10181.0,10300.0,10180.0,10377.0,17406830292,1704644,3658,10471.0,10201.0,1400-02-13
35,2021-05-05,10102.0,10230.0,10075.0,10270.0,21019090338,2074374,4820,10377.0,10162.0,1400-02-15
34,2021-05-08,10030.0,10165.0,9963.0,10118.0,34319971744,3414042,5231,10270.0,10004.0,1400-02-18
33,2021-05-09,10118.0,10118.0,9851.0,10055.0,16703355509,1681027,4046,10118.0,10004.0,1400-02-19
32,2021-05-10,9831.0,10210.0,9831.0,10064.0,14833278176,1470838,5476,10055.0,10130.0,1400-02-20
31,2021-05-11,10064.0,10540.0,10064.0,10168.0,22111265599,2146842,7046,10064.0,10335.0,1400-02-21
30,2021-05-12,10161.0,10548.0,10160.0,10240.0,30799212147,2994414,9720,10168.0,10321.0,1400-02-22
29,2021-05-15,10210.0,10715.0,10090.0,10521.0,38097525226,3621115,5230,10240.0,10715.0,1400-02-25
28,2021-05-16,10713.0,10900.0,10550.0,10711.0,17562635208,1639634,4850,10521.0,10739.0,1400-02-26
27,2021-05-17,10650.0,10712.0,10260.0,10501.0,25570793889,2435119,4188,10711.0,10450.0,1400-02-27
26,2021-05-18,10300.0,10630.0,10300.0,10482.0,23583753190,2249879,4543,10501.0,10520.0,1400-02-28
25,2021-05-19,10770.0,10770.0,10350.0,10488.0,54558979384,5202045,6042,10482.0,10387.0,1400-02-29
24,2021-05-22,10350.0,10403.0,9995.0,10117.0,154301438324,15251499,3556,10488.0,10111.0,1400-03-01
23,2021-05-23,9973.0,10117.0,9728.0,10072.0,29961978666,2974811,3558,10117.0,10100.0,1400-03-02
22,2021-05-24,9840.0,10499.0,9840.0,10287.0,28486735008,2769255,6089,10072.0,10190.0,1400-03-03
21,2021-05-25,10287.0,10570.0,10200.0,10388.0,51310275117,4939150,9278,10287.0,10500.0,1400-03-04
20,2021-05-26,10550.0,10650.0,10388.0,10465.0,26916760761,2572151,15221,10388.0,10550.0,1400-03-05
19,2021-05-29,10465.0,10988.0,10465.0,10885.0,40710110540,3740079,5969,10465.0,10977.0,1400-03-08
18,2021-05-30,11001.0,11320.0,10670.0,11066.0,45671006917,4127319,5425,10885.0,11002.0,1400-03-09
17,2021-05-31,11002.0,11111.0,10750.0,10926.0,19440438583,1779294,4045,11066.0,10806.0,1400-03-10
16,2021-06-01,10651.0,10950.0,10651.0,10818.0,9273826627,862930,3796,10926.0,10783.0,1400-03-11
15,2021-06-02,10900.0,11116.0,10900.0,11049.0,29545408376,2674036,4998,10818.0,11053.0,1400-03-12
14,2021-06-12,10609.0,10785.0,10079.0,10610.0,17369410948,1637120,1861,10609.0,10750.0,1400-03-22
13,2021-06-13,10680.0,10805.0,10307.0,10618.0,15906779572,1498062,4975,10610.0,10600.0,1400-03-23
12,2021-06-14,10508.0,10918.0,10508.0,10667.0,14530563769,1361920,6011,10618.0,10633.0,1400-03-24
11,2021-06-15,10667.0,10699.0,10420.0,10654.0,15181109231,1424917,6028,10667.0,10667.0,1400-03-25
10,2021-06-16,10820.0,10820.0,10501.0,10654.0,11239187613,1054951,8565,10654.0,10654.0,1400-03-26
9,2021-06-19,10786.0,10999.0,10550.0,10746.0,13923646815,1294785,3633,10654.0,10862.0,1400-03-29
8,2021-06-20,10751.0,10996.0,10640.0,10786.0,13150605256,1218534,3676,10746.0,10780.0,1400-03-30
7,2021-06-21,10850.0,10940.0,10642.0,10803.0,11237458318,1039654,4408,10786.0,10820.0,1400-03-31
6,2021-06-22,10651.0,11090.0,10651.0,10887.0,10300690479,942586,4704,10803.0,10920.0,1400-04-01
5,2021-06-23,10736.0,11380.0,10736.0,11092.0,21544351385,1942284,7214,10887.0,11330.0,1400-04-02
4,2021-06-26,11430.0,11600.0,11120.0,11326.0,19542224561,1725420,4816,11092.0,11420.0,1400-04-05
3,2021-06-27,11537.0,11549.0,11270.0,11467.0,35221317526,3071639,4510,11326.0,11490.0,1400-04-06
2,2021-06-28,11276.0,11800.0,11276.0,11473.0,36806428992,3208104,5339,11467.0,11371.0,1400-04-07
1,2021-06-29,11750.0,12046.0,11372.0,11914.0,73309501971,6153418,7576,11473.0,12046.0,1400-04-08
0,2021-06-30,12001.0,12190.0,11552.0,11973.0,28999656828,2422064,5966,11914.0,11999.0,1400-04-09
